trial,task_size,local_time,edge_total_time,access_time,key_time,task_time
7,8,0.062550400000001,0.030913500000000482,0.0002551000000003967,2.0899999999102192e-05,0.030637500000000983
7,16,0.11021619999999999,0.062475000000000946,0.0002738000000004348,2.3799999999241095e-05,0.06217740000000127
7,32,0.20160830000000018,0.10946089999999842,0.0002616999999993652,2.2700000000597242e-05,0.10917649999999846
8,2,0.015105499999998884,0.014638900000001343,0.0002586000000004418,2.2200000000083264e-05,0.014358100000000817
8,4,0.03003749999999883,0.014653100000000308,0.0003177999999994796,2.6800000000548607e-05,0.01430850000000028
8,8,0.06195639999999969,0.029982499999999135,0.00025920000000034804,2.2599999999428633e-05,0.029700699999999358
8,16,0.10739349999999881,0.06212370000000078,0.00027459999999912554,2.250000000003638e-05,0.06182660000000162
8,32,0.20301159999999996,0.10901619999999923,0.0002580000000005356,2.1199999999055308e-05,0.10873699999999964
9,2,0.01565100000000008,0.01572439999999986,0.0002529000000013326,2.1499999999008423e-05,0.01544999999999952
9,4,0.030903499999999084,0.014594000000000662,0.0002516999999997438,2.139999999961617e-05,0.014320900000001302
9,8,0.06113200000000063,0.030911299999999642,0.0002503999999987627,2.2900000001158105e-05,0.03063799999999972
9,16,0.1072646000000006,0.061932999999999794,0.0002563999999996014,2.019999999980371e-05,0.06165640000000039
9,32,0.20179539999999996,0.10744080000000089,0.0002770000000005268,2.47000000008768e-05,0.10713909999999949
10,2,0.015678199999999975,0.015136000000000038,0.00027459999999912554,2.2799999999989495e-05,0.014838600000000923
10,4,0.030187599999999648,0.014754700000001009,0.0002586000000004418,2.3199999999334864e-05,0.014472900000001232
10,8,0.061944300000000396,0.03085290000000107,0.0002505000000017077,2.239999999886777e-05,0.030580000000000496
10,16,0.10792900000000039,0.06200220000000023,0.000268000000000157,2.2899999999381748e-05,0.06171130000000069
10,32,0.2007286999999991,0.10721759999999847,0.0002592999999997403,2.2299999999475517e-05,0.10693599999999925
11,2,0.015676199999999696,0.014642600000000172,0.0002560999999996483,2.320000000111122e-05,0.014363299999999413
11,4,0.030974099999999893,0.014802100000000706,0.00025869999999983406,2.210000000069101e-05,0.014521300000000181
11,8,0.06265909999999941,0.030458799999999897,0.00025519999999978893,2.2300000001251874e-05,0.030181299999998856
11,16,0.10776840000000121,0.06158090000000094,0.0003032000000011692,2.2999999998774e-05,0.061254700000000994
11,32,0.19860589999999867,0.10925839999999987,0.00025950000000030116,2.210000000069101e-05,0.10897679999999887
12,2,0.014718200000000792,0.014729499999999618,0.00025090000000105306,2.190000000013015e-05,0.014456699999998435
12,4,0.02992249999999963,0.01569729999999936,0.00025710000000067623,2.239999999886777e-05,0.015417799999999815
12,8,0.062406899999999155,0.029895099999999175,0.0002566999999995545,2.190000000013015e-05,0.02961649999999949
12,16,0.10739640000000072,0.06096440000000136,0.000259700000000862,2.420000000036282e-05,0.06068050000000014
12,32,0.19965810000000062,0.10874669999999931,0.000252800000000164,2.1099999999663055e-05,0.10847279999999948
13,2,0.01473179999999985,0.015688200000001373,0.0002526000000013795,2.00999999986351e-05,0.015415500000001359
13,4,0.030984099999999515,0.015101800000000054,0.0002592999999997403,2.190000000013015e-05,0.014820600000000184
13,8,0.061872499999999775,0.03024470000000079,0.00025420000000053733,2.179999999896154e-05,0.02996870000000129
13,16,0.1071749999999998,0.06205660000000002,0.000276299999999452,2.630000000003463e-05,0.06175400000000053
13,32,0.20169449999999856,0.10871479999999956,0.0002731000000011363,2.449999999853958e-05,0.10841719999999988
14,2,0.01468379999999847,0.015150500000000733,0.0002657000000017007,2.179999999896154e-05,0.01486300000000007
14,4,0.031790599999999,0.01485120000000073,0.00025560000000091065,2.2599999999428633e-05,0.014573000000000391
14,8,0.061638999999999555,0.030875200000000547,0.00025759999999941385,2.210000000069101e-05,0.030595500000000442
14,16,0.1068327,0.0606435999999988,0.0002624999999998323,2.250000000003638e-05,0.06035859999999893
14,32,0.2005366999999989,0.10778930000000031,0.00025420000000053733,2.2599999999428633e-05,0.10751250000000034
15,2,0.015169499999998948,0.015248099999999098,0.00024759999999979243,2.1300000000223918e-05,0.014979199999999082
