metric,count,mean,std,min,max
vehicle_ms,30,0.3154933333333239,0.024383911221356115,0.2961999999993026,0.4288000000016723
server_ms,30,200.72995999999964,1.7449729547553765,196.45349999999985,204.10489999999814
ta_ms,30,0.17793000000011125,0.024161870074966924,0.16450000000034493,0.28810000000056846
total_ms,30,201.2233833333331,1.7301870931490557,196.93760000000006,204.5749999999984
