batch_size,total_time_mean,total_time_std,total_time_min,total_time_max,avg_time_mean,avg_time_std,avg_time_min,avg_time_max,throughput_mean,throughput_std,throughput_min,throughput_max
1,0.00012824500000001017,1.7905526197824495e-05,0.00010839999999978644,0.00017460000000002474,0.00012824500000001017,1.7905526197824495e-05,0.00010839999999978644,0.00017460000000002474,7923.638586526153,958.9368206905162,5727.376861396669,9225.092250940683
5,0.0005627699999999735,8.963436312394435e-05,0.0004795999999998024,0.0008873000000000353,0.00011255399999999471,1.792687262478887e-05,9.591999999996048e-05,0.00017746000000000705,9043.16741403571,1065.496369185744,5635.0726924375085,10425.354462056004
10,0.001085289999999972,0.00010434377846940102,0.0009521999999999586,0.0013951000000000935,0.00010852899999999721,1.0434377846940099e-05,9.521999999999587e-05,0.00013951000000000935,9284.772873750702,777.9713658090382,7167.944950182302,10501.995379122489
20,0.0022092949999999835,0.00020088759222640977,0.001970999999999723,0.002593400000000079,0.00011046474999999918,1.0044379611320489e-05,9.854999999998615e-05,0.00012967000000000395,9119.459480217809,775.6937373664158,7711.884013264205,10147.133434806094
50,0.005671249999999972,0.0013627955619549739,0.004732100000000017,0.011051699999999887,0.00011342499999999944,2.7255911239099476e-05,9.464200000000033e-05,0.00022103399999999772,9107.732065441756,1313.2974080216927,4524.190848466798,10566.133429132906
100,0.011353990000000008,0.001906875342405366,0.009981200000000134,0.01884259999999993,0.00011353990000000009,1.906875342405366e-05,9.981200000000134e-05,0.00018842599999999932,8969.212005441395,1033.499327398951,5307.12322078696,10018.83541057174
