metric,count,mean,std,min,max
vehicle_ms,30,0.5538733333333249,0.049818566912323045,0.49630000000000507,0.6970000000000587
server_ms,30,1.5263533333333301,0.07463679287440912,1.4151000000000025,1.68350000000006
ta_ms,30,0.027753333333324637,0.005020972109017354,0.022599999999983744,0.04460000000006126
total_ms,30,2.1079799999999795,0.121468745518935,1.9359999999997157,2.4056000000001188
